S.NO, Name,Movie,Avg E,Avg H,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,Mean_SC0,Mean_SC1,Mean_SC2,Mean_SC3,Mean_SC4,Mean_SC5,Mean_SC6,SD_SC0,SD_SC1,SD_SC2,SD_SC3,SD_SC4,SD_SC5,SD_SC6,Mean_Centroid,SD_Centroid,Mean_Flatness,SD_Flatness,PeakDensity,Tempo
445,Sandakkaari,Kadaikutti singam,0.25,0.583333333,-0.011417497,0.000900359,-0.010872521,0.000287381,-0.006457067,-0.032613874,0.002596539,-0.015879521,-0.013490213,-0.022347469,-0.014054632,-0.01956279,-0.006343541,0.365127584,0.365419709,0.419954931,0.420653222,0.376207766,0.274420802,0.553343577,0.147898095,0.161798091,0.178986936,0.185024619,0.178953021,0.15798199,0.090689498,0.222815448,0.122703536,0.08737,0.119138,5.040384029,135.9991776
446,Oru Kuchi Oru Kulfi,Kalakalappu 2,0.833333333,0.75,-0.01164734,-0.01800441,-0.009201769,-0.012889966,-0.008772136,-0.009361899,-0.011974097,-0.002450608,-0.001636408,-0.020944447,-0.014458554,-0.023227111,-0.022795015,0.294610391,0.324206671,0.367543999,0.346091683,0.299440507,0.288193876,0.527753065,0.113074191,0.14294547,0.157417299,0.156906247,0.132447358,0.144868354,0.092225917,0.381940478,0.134620764,0.107754,0.105906,5.97131273,135.9991776
447,Gun In kaadhal,CoCo,0.75,0.5,-0.00731189,-0.011640443,-0.01407711,-0.014849404,-0.027827821,-0.038097568,-0.020969767,-0.01878416,-0.009247846,-0.022142926,-0.007341949,-0.035817626,-0.009845637,0.418843633,0.403518337,0.472134056,0.501444009,0.444457203,0.387346668,0.582425056,0.121898946,0.12743809,0.146305165,0.163723209,0.195320239,0.162605637,0.140221407,0.365594414,0.165565239,0.175579,0.135632,3.943518802,135.9991776
448,Kabiskabaa,CoCo,0.833333333,0.5,-0.006295939,-0.027610986,-0.017617774,-0.002469092,-0.007669856,-0.027063505,-0.010166282,-0.036233118,-0.025737457,-0.027034643,0.000381358,-0.016918695,-0.01517884,0.327485589,0.390383343,0.316747343,0.344884169,0.321863132,0.340494482,0.502309622,0.121464531,0.15705652,0.11738164,0.161697918,0.147234679,0.170984569,0.076095017,0.303808246,0.138613253,0.10675,0.141934,5.746037793,129.1992188
449,Kalyana Vayasu,CoCo,0.666666667,0.75,-0.001283073,-0.009817233,-0.003223966,-0.005070129,-0.025425986,-0.011429779,-0.004213011,-0.03540618,0.011392435,0.000621535,-0.016330756,0.002052549,-0.01810244,0.409514503,0.400037352,0.407175279,0.47180661,0.469276296,0.413965607,0.353896027,0.123004677,0.154764092,0.154245135,0.171036574,0.173683132,0.199495821,0.140581248,0.237765514,0.175697858,0.0647538,0.136409,5.64956034,143.5546875
450,Thittam poda,CoCo,0.583333333,0.333333333,-0.001100568,-0.012037786,-0.015526018,-0.006419181,-0.015446807,-0.033048591,-0.002151018,-0.02975873,-0.004051145,-0.018581429,-0.026172548,-0.020555809,-0.025827966,0.376686941,0.349667859,0.334321612,0.492966007,0.383585317,0.477500042,0.602719194,0.146531289,0.143719885,0.131661684,0.176297156,0.134010829,0.165386022,0.130532216,0.197580736,0.098784882,0.0379604,0.0631591,4.259735321,107.6660156
451,Iraiva Iraiva,Lakshmi,0.916666667,0.583333333,-0.007500346,-0.004848644,-0.007864648,-0.007045725,0.000615779,-0.021362271,0.004582754,-0.010023544,-0.00217855,-0.000920699,-0.006990014,-0.003479485,-0.008698695,0.330265427,0.324123523,0.346381669,0.410483236,0.418438064,0.434123908,0.516808685,0.123082843,0.131648086,0.142090283,0.165822298,0.17384342,0.185965367,0.130857232,0.365017843,0.156592834,0.0711657,0.116295,3.962560839,103.359375
452,Morrakka,Lakshmi,0.75,0.75,-0.009364518,-0.018909052,-0.012022347,-0.009979907,-0.024284216,-0.001678892,-0.019210356,-0.013461615,-0.028630155,-0.03292083,-0.017574328,-0.017873647,0.003362887,0.355778245,0.35340085,0.427028874,0.447383549,0.411160585,0.337998266,0.383539689,0.123500701,0.150811601,0.168209625,0.188652346,0.200533388,0.154696206,0.10444397,0.278850647,0.123625914,0.0641574,0.103282,5.015954199,107.6660156
453,Rowdy Baby,Maari 2,0.833333333,0.916666667,-0.009725978,-0.001145998,-0.01770098,0.003163558,-0.012122912,-0.008417906,-0.026468143,-0.003000053,-0.012459586,-0.008601626,-0.003619472,-0.004074513,-0.005360932,0.341073037,0.30568496,0.394452884,0.386403241,0.393725154,0.336419639,0.503939836,0.135785694,0.145117965,0.165489177,0.153307714,0.168767917,0.153741183,0.140509779,0.271474872,0.136474382,0.0982033,0.147962,5.636640292,117.4538352
454,Kambathu Ponnu,Sandakozhi 2,0.583333333,0.833333333,-0.009999027,-0.00012937,-0.011809677,-0.008911416,-0.015048146,-0.013995268,-0.00646324,-0.012562106,0.011962933,0.00469658,-0.004962621,-0.007818996,0.000773181,0.373509134,0.389585953,0.386386897,0.362473144,0.415137519,0.341215339,0.490245517,0.14587806,0.168383959,0.13967746,0.178139781,0.164947081,0.171651831,0.113154477,0.349149109,0.148022026,0.105176,0.131995,5.354903166,117.4538352
455,OMG Ponnu,Sarkar,0.583333333,0.75,-0.014084791,0.010356694,0.010405535,0.020556271,0.019271131,0.015560792,0.0205083,0.009462265,0.018531942,0.00763384,-0.00000743,-0.000022,-0.012346788,0.324463977,0.322277644,0.402204022,0.37652084,0.350600304,0.410243748,0.535290059,0.116919393,0.136524439,0.174470128,0.156556013,0.164000178,0.163928489,0.133850349,0.361920997,0.196420607,0.0688668,0.13892,4.334730265,129.1992188
456,Oru viral,Sarkar,0.583333333,0.5,-0.008995819,-0.018339034,-0.00735012,-0.005403487,-0.019150168,-0.034757326,-0.004970243,-0.033115434,-0.022438615,-0.017356983,-0.01494633,-0.006851576,-0.010229896,0.30452279,0.416823522,0.357057981,0.402909061,0.354308372,0.449779382,0.579558868,0.147935403,0.157640063,0.147010967,0.174362319,0.160391782,0.166788321,0.173486486,0.385795144,0.201428491,0.16341,0.174085,2.415226782,151.9990809
457,Simtaangaran,Sarkar,0.75,0.583333333,-0.007847356,0.003541446,-0.006805368,-0.003486903,-0.009656752,-0.003962827,0.031967105,-0.034679203,-0.001848358,0.02445873,-0.010674949,-0.007268566,-0.004693849,0.367121082,0.323778678,0.394760769,0.430552028,0.413125988,0.395642462,0.525612802,0.14048976,0.162419508,0.150982827,0.193873794,0.202632992,0.19882717,0.151590866,0.249330771,0.135070258,0.0593514,0.109814,5.083768829,123.046875
458,Top tucker,Sarkar,0.666666667,0.583333333,-0.012009431,-0.002405225,-0.001397977,-0.004445961,0.009144691,0.008869694,0.012020785,0.003946728,0.011477342,0.002444555,-0.008507333,-0.011919091,-0.004846324,0.323600375,0.338975398,0.329102279,0.328350356,0.370000106,0.351364281,0.572886198,0.132646012,0.131212552,0.141678906,0.156354788,0.15789068,0.131806534,0.127382725,0.343666544,0.115815248,0.09243,0.112078,3.528,135.9991776
459,Onnavitta,Seemaraja,0.25,0.666666667,-0.010724505,-0.00492018,-0.01476398,-0.003375427,-0.02639817,-0.022858954,0.000547325,-0.020862684,0.010799589,-0.01000799,-0.010324906,0.005568445,-0.010062985,0.390101717,0.379362885,0.447442744,0.450390072,0.426425899,0.447050747,0.580720753,0.149029334,0.159859101,0.142314392,0.167476657,0.149094017,0.190018869,0.136380179,0.322587437,0.13116763,0.142026,0.146342,3.941204139,112.3471467
460,Sandalee,Sema,0.5,0.583333333,-0.001794222,-0.012433374,0.004429109,0.000942871,-0.004792103,-0.016442918,-0.000187365,-0.014351045,0.006276127,0.00502159,-0.005339525,-0.007004225,-0.019614333,0.288976121,0.352647852,0.458208792,0.440035815,0.455899892,0.430828625,0.584620404,0.104148413,0.122364668,0.148337145,0.138258543,0.18501934,0.161243364,0.092273181,0.260465403,0.163037526,0.0492791,0.108884,3.990191606,161.4990234
461,Enge endru povadhu,TSK,0.166666667,0.25,0.000720354,-0.010982592,-0.013413006,-0.002919178,-0.018278205,-0.03360329,-0.012225813,-0.049042329,-0.004681666,-0.036818793,-0.029505236,-0.006954746,-0.030330894,0.365902007,0.36920431,0.373491993,0.449871728,0.423677352,0.349116896,0.334650449,0.105871009,0.155347848,0.14876108,0.140928051,0.155579581,0.163085281,0.144124474,0.175761482,0.110025738,0.0342051,0.0829782,2.205,151.9990809
462,Naana Thaana,TSK,0.333333333,0.583333333,-0.010530198,-0.011213685,0.005275575,-0.003472032,-0.006328693,-0.011422202,-0.007919771,-0.01249174,0.000933986,-0.004193478,-0.002603745,-0.001487278,-0.004506417,0.290435328,0.411970884,0.4341204,0.403515683,0.378556421,0.410045597,0.660250901,0.108354671,0.155948686,0.160519097,0.141448743,0.14391431,0.173327706,0.099403166,0.328625523,0.098541626,0.102965,0.104879,5.128686531,117.4538352
463,Sodakku mela,TSK,1,0.75,-0.012200027,-0.017170394,-0.017866081,-0.016778564,-0.008882841,-0.034612183,-0.019240443,-0.009422093,-0.009372774,-0.012870414,0.001400674,-0.008775335,0.004401301,0.248613301,0.38726493,0.395392763,0.313317935,0.380045738,0.3973915,0.448762898,0.096126836,0.170368847,0.187690866,0.146187865,0.189270326,0.193369064,0.12086355,0.352282016,0.142525878,0.131698,0.118954,7.599984816,161.4990234
464,Thaana Serdha kootam,TSK,0.75,0.5,-0.011996742,-0.008663595,0.00148761,0.002308158,-0.006436533,-0.007266237,0.002767442,-0.018044302,0.006140172,-0.012540717,-0.00470247,-0.006858827,-0.014953277,0.270079742,0.335589227,0.368892919,0.43787249,0.338796971,0.198015302,0.505616988,0.104197346,0.131704958,0.163680071,0.183268031,0.144692297,0.12667487,0.08941482,0.258832111,0.137839482,0.146689,0.170036,5.456920257,99.38401442
465,Goindhammavala,Vada Chennai,0.583333333,0.75,-0.002093552,-0.001609226,-0.008855301,-0.015488621,-0.019063287,-0.028408082,-0.001344898,-0.040926115,-0.006571361,0.000518432,-0.01524544,-0.003698612,-0.02095831,0.377740474,0.317499918,0.437166696,0.396829744,0.426729539,0.273787838,0.534373209,0.148618034,0.137292681,0.14334863,0.15637394,0.191047181,0.166258333,0.118895995,0.220005807,0.166126256,0.0453787,0.129286,4.579718998,161.4990234
466,Ilamai Thirumbudhe,Petta,0.416666667,0.75,-0.00225176,-0.012815558,0.001701587,-0.005835789,-0.010430585,-0.024620001,-0.00970379,-0.010380472,0.001408801,-0.006815783,-0.013901159,-0.005160437,-0.021111898,0.396931941,0.354401372,0.355054225,0.484598605,0.358949244,0.362815949,0.564489051,0.126130444,0.130357976,0.132398251,0.159976253,0.148391886,0.149946206,0.155322933,0.315066828,0.127605202,0.0569053,0.0891718,3.787853451,112.3471467
467,Ullaalaa,Petta,0.916666667,0.75,-0.008231462,-0.003178484,0.009060929,0.007716116,-0.002797299,-0.009435533,-0.016869159,-0.043177967,-0.01652165,-0.017329531,-0.003287818,-0.013804338,-0.01006743,0.225406835,0.313148523,0.318897199,0.452853935,0.369461279,0.357021941,0.581782493,0.084075472,0.134539353,0.135290553,0.160550383,0.166610386,0.172369545,0.092176184,0.259348085,0.112894354,0.102972,0.105187,7.323126143,135.9991776
468,Peter Beatu ,Sarvam Thaala mayam,0.916666667,0.833333333,-0.009362469,-0.002514035,-0.005807967,0.00673789,-0.003861165,-0.018686619,0.006099988,-0.010201347,0.007045393,0.003962094,-0.00388564,0.001772827,-0.003277702,0.269644112,0.346686613,0.378902835,0.402524278,0.403617428,0.327220189,0.536776252,0.108643672,0.153626083,0.159234178,0.172917715,0.163517246,0.140077626,0.147908626,0.37682543,0.11977033,0.141237,0.119733,5.305970149,143.5546875
469,Sarvam Thaala mayam,Sarvam Thaala mayam,0.75,0.666666667,-0.006116775,0.002401191,-0.002512193,0.008258329,0.014322884,-0.000555686,0.01097915,-0.002423401,-0.004316306,-0.014580834,0.001109499,-0.013444655,-0.013102415,0.262511677,0.363097242,0.332809101,0.415204587,0.37895671,0.459228579,0.416188959,0.113231948,0.138637016,0.150126066,0.128652602,0.148646662,0.168229671,0.187778401,0.33037606,0.164789245,0.0759751,0.126416,5.594576117,117.4538352
470,Nannare,Guru,0.666666667,0.75,-0.008659914,-0.011308473,-0.011643443,-0.01015443,-0.033093025,-0.003827701,-0.007071877,-0.011719988,-0.000790019,-0.021086776,0.013304259,0.026148544,0.05333907,0.367973058,0.422765279,0.491322195,0.448625563,0.424197923,0.329581194,0.58951022,0.162930019,0.165628792,0.199499243,0.223845316,0.19327584,0.178932225,0.124432391,0.408406272,0.179402162,0.080697,0.128849,5.189028117,151.9990809
471,Romeo aattam,Mr Romeo,0.916666667,0.75,-0.020786644,0.005128971,0.007609403,0.000417359,-0.002945023,-0.016271255,0.016658224,-0.007668877,0.006328182,-0.001353963,-0.012228153,-0.003789582,-0.015899628,0.257001566,0.43742326,0.413040261,0.428653014,0.357330697,0.369421229,0.470326627,0.109650205,0.155988435,0.18365274,0.156616347,0.161938745,0.176436111,0.146237213,0.450938704,0.148972429,0.145827,0.141316,5.868308351,129.1992188
472,Idhudhaan Kaadhal enbadha,Pudhiya Mugam,0.25,0.5,-0.009802516,0.005517606,-0.002049634,-0.014801668,-0.020613868,-0.013480241,-0.005139608,-0.019173847,-0.003811351,-0.020714008,-0.005528039,-0.006259085,0.023902819,0.357758459,0.314775595,0.441401243,0.472381169,0.445554835,0.42074735,0.548125739,0.123589112,0.132948534,0.156756342,0.161723707,0.192305961,0.179304931,0.123762906,0.265224269,0.120334782,0.0531381,0.0773418,4.239080283,172.265625
473,Kurukku,Mudhalvan,0.5,0.75,-0.01933737,0.007347182,0.004916978,-0.02789639,0.006090081,-0.011472665,0.018798381,0.018697244,-0.021314191,0.002403825,-0.024803905,-0.017827882,-0.010511702,0.399789471,0.45350827,0.469342998,0.369828898,0.384892733,0.307631789,0.47313889,0.10845717,0.151391789,0.137728859,0.17034112,0.176281752,0.132919821,0.114337452,0.410081891,0.147265824,0.155946,0.184927,4.929060219,75.99954044
474,Poovukkul,Jeans,0.25,0.666666667,-0.008970553,0.007674877,-0.018756843,-0.019032407,-0.018001958,0.007323992,0.006385682,0.007248943,0.002086758,-0.006429797,-0.011095916,0.006074264,0.001040921,0.340805946,0.471536319,0.51658525,0.548716126,0.451072397,0.413434721,0.445248048,0.087905502,0.153399746,0.138236799,0.19621231,0.171000916,0.166969498,0.11382321,0.446275295,0.173214107,0.0494259,0.0842849,4.15713618,103.359375
475,Telephone manipol,Indian,0.5,0.666666667,-0.017026423,0.009515469,-0.009190069,-0.015235207,0.01857513,0.017155053,0.001370752,-0.003580314,0.019933243,0.007525461,0.013620252,0.00440152,0.000459036,0.326639181,0.269378554,0.321487036,0.442957976,0.413200207,0.374444038,0.329792724,0.136230011,0.130856087,0.143537072,0.167029742,0.166742303,0.14766922,0.084542698,0.359063049,0.192914062,0.128359,0.18523,5.972154595,92.28515625
476,Ennai kaanavillaiye,Kadhal Desam,0.416666667,0.416666667,-0.018916736,0.025915929,-0.000648561,0.006722364,0.002534328,-0.00770341,0.000592593,-0.007039917,0.006445753,-0.007317129,0.001132994,0.002408568,0.004872819,0.308076401,0.385463835,0.369554024,0.521789288,0.462190419,0.387367365,0.441139654,0.114776881,0.15687771,0.150973187,0.155130595,0.164928929,0.11874183,0.134397466,0.445318917,0.170011327,0.169842,0.209505,4.572240803,92.28515625
477,Anjali Anjali,Duet,0.25,0.5,-0.017744476,-0.03329109,-0.005517395,-0.066407108,0.001278779,-0.01887798,-0.051974161,-0.009036526,-0.028205558,0.018337494,-0.02126327,0.004476093,0.014992842,0.428759334,0.380699602,0.381128158,0.477121753,0.430755703,0.498329369,0.53885204,0.142864341,0.136995812,0.131359562,0.164449452,0.168013268,0.183681755,0.137187347,0.323664759,0.137208785,0.0570813,0.0989791,3.633034258,117.4538352
478,Kaadhal rojave,Roja,0.166666667,0.166666667,-0.000404162,-0.00396091,0.003264984,-0.017884104,-0.005310216,-0.010958217,0.002152713,-0.036845502,-0.011695765,-0.011017823,-0.017695519,-0.013856584,-0.003330134,0.357845078,0.376615945,0.38493401,0.47686394,0.452658973,0.251028943,0.420576739,0.128847014,0.169897161,0.153891209,0.176166425,0.192588582,0.157643393,0.177084065,0.245758912,0.226044382,0.0575386,0.13184,3.794521629,92.28515625
479,Kaadhal Sadugudu,Alaippayudhey,0.333333333,0.583333333,-0.012398767,0.008896312,0.003126181,0.012346168,0.001211189,-0.018854258,0.029247007,-0.022867276,0.003085812,0.005533269,-0.023794788,-0.021577583,0.000280373,0.26879222,0.38679009,0.357090512,0.443193436,0.362661073,0.286037181,0.430677487,0.10528414,0.150619867,0.152183178,0.185102666,0.18860473,0.196236793,0.14461741,0.379360204,0.198166491,0.0834156,0.131684,4.00847846,89.10290948
480,Nila Kaikiradhu,Indira,0.25,0.5,-0.016157559,0.002999217,-0.020141013,-0.01627667,0.007848798,0.001148397,-0.020613705,-0.003870801,0.022732314,0.008830634,0.007054199,0.014099424,0.020058124,0.370126985,0.37090455,0.331196024,0.41829934,0.374938486,0.385664922,0.497264062,0.110927304,0.148097107,0.137416286,0.159188813,0.220885295,0.180095283,0.183777249,0.389627602,0.178730533,0.18485,0.151871,1.596317281,95.703125
481,Anbendra,Bombay,0.25,0.25,-0.011660373,0.003899384,-0.002992425,-0.00447838,-0.002684157,0.011994434,-0.023342927,-0.037645331,-0.016022592,0.021165192,-0.003124459,-0.012194362,0.022421609,0.245950714,0.275415913,0.388710991,0.44544533,0.41643431,0.439398416,0.542989884,0.094907201,0.107704209,0.132624376,0.159164677,0.150690265,0.167959913,0.219306842,0.39438269,0.191654612,0.0638698,0.0925856,1.666771654,135.9991776
482,Marangothiye,Anbe Aaruyire,0.333333333,0.666666667,-0.009240852,-0.012026826,-0.003124369,0.005859971,0.010810306,0.009814351,0.011368728,0.011843652,0.016256264,0.010011302,0.018504446,-0.003414747,-0.008352059,0.373423462,0.440372301,0.390230632,0.445780778,0.317886781,0.372746205,0.574750719,0.146263744,0.17762927,0.159192501,0.182714258,0.175238094,0.175357348,0.104076047,0.379731063,0.148811143,0.0908588,0.138354,5.440298508,129.1992188
483,Snekithane,Alaipayuthey,0.333333333,0.75,-0.009141167,-0.000162793,0.010697412,-0.01843293,-0.028034049,-0.034156167,-0.010636445,-0.034904766,-0.013152964,-0.036873256,-0.004464981,-0.021066871,0.001274075,0.258920973,0.456788111,0.457928702,0.458513548,0.355496355,0.348261456,0.327332415,0.10622639,0.152197626,0.148397708,0.171828027,0.182998962,0.206069154,0.178899993,0.40903514,0.224307072,0.0895607,0.146849,4.309007634,103.359375
484,Usalampatti penkutti,Gentleman,0.5,0.75,-0.023294566,-0.002267896,-0.012466987,0.006130404,0.029844171,0.011368695,0.016743542,-0.002075757,-0.000721682,-0.0127697,0.028939118,0.023018028,-0.000328999,0.381651416,0.312549597,0.323471944,0.397340467,0.435325198,0.436992981,0.368084224,0.160066212,0.147632153,0.167216788,0.207491367,0.217360747,0.184391335,0.125064982,0.404356943,0.219880257,0.12286,0.16356,4.67768659,135.9991776
485,Nadhiye Nadhiye,Rythm,0.5,0.583333333,-0.00550212,0.002842463,-0.002691678,0.001680584,-0.014189086,-0.02626723,-0.00920641,-0.022499134,-0.012288219,-0.015270738,-0.01202711,-0.01072259,-0.010771922,0.337451816,0.372744021,0.348617769,0.37629065,0.400797767,0.285981161,0.39633243,0.132370413,0.148195615,0.158648526,0.162466805,0.18453341,0.175020174,0.100855141,0.256205046,0.162688189,0.0633581,0.102328,4.576798893,129.1992188
486,Enna velai azhage,Kadhalar Dhinam,0.5,0.666666667,-0.007830301,-0.010518845,-0.009323849,-0.023868327,-0.025681433,-0.013143509,0.003957572,-0.009337841,-0.025683139,-0.022435986,-0.016421735,0.008968517,0.002953377,0.378456606,0.43698757,0.451729609,0.449181753,0.38023057,0.428443193,0.494248853,0.123110766,0.162521056,0.179906825,0.158722909,0.177040748,0.23272164,0.130018084,0.359826198,0.198375436,0.0665219,0.110617,2.088366691,99.38401442
487,Thaniye thannam,Rythm,0.666666667,0.416666667,-0.008619308,0.003723466,-0.002704947,-0.018333349,-0.007466485,-0.021980411,-0.020989103,-0.005627745,-0.001372803,-0.010877811,-0.004319221,-0.002757666,-0.038642446,0.26266865,0.434940372,0.478642247,0.476918721,0.391535539,0.409786532,0.329271292,0.085327385,0.162241848,0.142766451,0.164500089,0.143895545,0.182549509,0.139560445,0.406312335,0.173532534,0.0867008,0.132237,5.305970149,172.265625
488,Thillana Thillana,Muthu,0.75,0.666666667,-0.019742155,0.007780802,0.013370458,-0.020241041,0.017477148,-0.021051882,-0.007773015,-0.024675962,-0.014570747,-0.012745786,-0.020265518,-0.01154682,-0.024640503,0.357228616,0.418509443,0.402670258,0.337974364,0.331995739,0.254231256,0.345881278,0.130300525,0.169528053,0.176627047,0.174684204,0.174927864,0.153734103,0.089565681,0.481426811,0.180006238,0.158656,0.155531,6.374771759,107.6660156
